m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,172501,1.17,49.44,541,HARD,57192,95,2.61,150316,90161,379320,
64,2545394,1.16,661.58,19,Alter Ego,1223763,151,5.85,10761,6708,463090,4
0,3763646,1.16,388.05,335,Cassiopeia,1833301,420,6.05,2526,6454,463226,4
0,3467536,1.16,246.95,1161,Hallucinate,1435861,413,5.11,1524,12145,457492,4
0,4123096,1.16,223.99,1568,snap out of it,1840509,197,4.84,505,1337,468279,4
256,4025150,1.16,293.34,694,Prism,1945566,276,6.87,2843,976,468636,4
0,3080978,1.16,126.45,3373,HYPER,1503789,128,3.93,9258,15489,454081,4
0,1966749,1.16,103.08,3998,civ's 660THz,829383,121,3.67,21186,38059,431588,4
0,3412638,1.16,52.82,1950,BEWARE,1670899,89,2.79,104961,13174,456560,
0,2329040,1.16,149.19,2840,hydria's insane,1114940,48,4.18,11655,29699,439903,4
0,1015576,1.16,59.98,5246,Lass' ADVANCED,453912,116,3.05,47580,59315,410365,7
64,2255680,1.16,120.32,3374,Rin's Hard,896302,140,2.98,48794,17480,452176,4
0,1288346,1.16,94.8,4181,Love Tyrant,610167,87,3.73,7070,19213,450420,4
64,360790,1.16,99.15,4181,4K Insane,130556,64,3.06,213373,82140,387823,4
256,2099702,1.16,87.25,4716,insane!,1003217,135,4.52,18504,34122,435512,4
0,3217086,1.16,68.33,5582,Lasse's Bud Light Extra,1569807,208,3.08,10785,15102,454532,
256,1028171,1.16,108.64,3842,bLuE aNoThEr,481786,130,4.84,45407,56361,413280,4
0,1627377,1.16,64.12,5246,Insane,762380,87,2.99,30654,44984,424641,
0,3149642,1.16,76.32,5440,lonely go extra,1540754,88,3.44,4156,15289,454344,
0,2077521,1.16,67.43,5582,Leaves in the wind,993507,210,3.53,1818,34588,435242,
0,1181126,1.16,66.8,5582,LIT,558362,180,3.03,14856,54555,415146,
0,1476582,1.16,63.56,5246,SourPls,697087,117,3.9,81909,47736,421934,
0,2612098,1.16,73.12,5648,PRHYTHM VISION,1257060,103,3.54,7890,23567,446074,
0,3306367,1.16,74.01,5648,Slimetastic,1479296,85,3.4,4337,11293,458340,4
0,3711366,1.16,63.94,5246,Enrique's Hard,1806101,214,3.09,3432,3341,466311,4
0,3903753,1.16,62.69,5246,Hard,1894317,88,3.02,11020,5220,464414,4
0,1910559,1.16,59.92,5246,Insane,914691,168,2.82,96317,25854,443780,
0,1988750,1.16,53.52,1950,Insane,952409,66,2.86,1922346,37325,432333,
0,2041598,1.16,59.07,4142,SkyFlame's Melody,967875,293,2.84,4851,34420,435083,
0,1522331,1.16,55.69,4142,Mordred's Expert,720882,243,2.83,9846,46656,423049,
0,2241358,1.16,53.19,1950,Catoliel's Insane,1069182,227,2.77,15439,22000,447672,
0,2358657,1.16,62.62,5246,Insane,1129015,121,2.92,4059,29240,440421,
0,766020,1.16,49.18,541,Hard,346301,97,2.54,100084,68715,400936,
0,865363,1.16,57.98,4142,Extra,397917,210,2.96,5477,13592,456096,
0,54464,1.16,49.47,541,Lunatic,12231,211,2.73,26133,111082,358553,
0,4060150,1.16,60.89,5246,Retribution,1959410,84,3.09,1324,2481,467156,
0,44943,1.16,48.11,541,vs. Franky,11847,38,2.57,12194,116084,353741,
0,514456,1.16,47.69,541,Insane,219728,162,2.56,361757,74650,394984,
0,77477,1.16,46.38,541,Nard,22461,141,2.56,35175,107238,362227,
0,3514184,1.16,52.89,1950,Comyushou,1719578,208,3.1,6365,11182,458456,
0,2180866,1.15,791.46,13,Ascend,1025170,231,8.77,2313,28016,441618,7
0,3487936,1.15,338.69,432,Extra,1706967,148,5.83,1005,10591,459051,7
64,3308956,1.15,403.07,285,Rin's 4K Shadow of Remorse,1579889,291,4.54,4505,12419,457214,4
64,770124,1.15,234.47,1407,ADVANCED,349208,126,3.51,360393,62553,407125,4
64,2524851,1.15,324.98,509,Ultimate,1213119,85,4.54,48546,26457,443175,4
0,3440472,1.15,194.88,2053,Distress Signal,1683802,166,4.8,3105,11292,458341,4
64,3525777,1.15,176.07,2331,Albescent | Forever's Hard,1683685,133,3.07,17564,10356,459278,4
0,1773715,1.15,49.03,541,Hard,847807,84,2.62,82584,41230,428489,4
0,974119,1.15,202.92,1854,jaka::zip's EXHAUST,453953,118,4.75,11754,44778,424899,7
0,3512544,1.15,128.14,3373,iRedi's Extra,1079970,142,5.01,1624,3740,465927,
0,398476,1.15,135.93,3009,Chamelo's MX,144959,110,4.15,62492,80299,389346,4
256,785580,1.15,118.17,3699,Isolation,357060,211,5.28,57202,64949,404687,4
0,3891774,1.15,93.27,4345,Skystar's Foreign Extra,1864478,84,4.04,1743,4775,464858,
64,1328629,1.15,110.36,3710,Hard,628390,58,2.88,44784,46112,423738,4
0,1978834,1.15,110.07,3710,Down's Extra,934960,157,3.86,4032,31360,438312,
0,3691633,1.15,114.74,3699,#DenYi's ANOTHER,1717111,112,3.8,4395,6800,462870,4
64,3928994,1.15,89.47,4716,Advanced,1904909,178,2.65,3930,4072,465581,4
0,2811763,1.15,74.13,5648,Extraordinary,1358802,244,3.23,9019,20480,449155,
0,2333302,1.15,92.67,4345,Dementation's Extra,1064743,203,3.7,4970,23034,446650,
0,1724319,1.15,116.04,3699,Anone,822716,33,4.39,48159,39019,430557,
0,2288729,1.15,55.48,4142,Hard,1026168,162,2.78,37071,28425,441364,4
64,4098073,1.15,85.36,4716,NORMAL,1974673,146,2.49,1046,1518,468116,4
0,1294632,1.15,59,4142,Drop's Extra,591442,211,3.12,11601,45776,423885,
0,1741741,1.15,63.29,5246,Halo of the Absolute Secret God,831385,378,3.69,2457,41518,428157,
0,2272506,1.15,77.31,5440,Dubturt's Insane,999356,263,3.12,6255,28855,440779,
0,1965258,1.15,76.79,5440,Believe in Redemption,941053,196,3.4,1377,31923,437567,
0,198653,1.15,64.89,5582,Another,68717,91,3.33,18443,92029,377435,
0,3425143,1.15,58.44,4142,Kaze,1676605,151,3.2,12993,10581,459068,
0,1352853,1.15,59.05,4142,Red Summer,637749,167,3.04,28184,52613,417060,
0,1807642,1.15,63.43,5246,Aro's Extra,863227,88,3.16,37089,40442,429230,
0,3864122,1.15,62.26,5246,Toko's Hard,1863690,139,3.12,2664,4075,465604,4
0,2684029,1.15,59.39,4142,Extra,1293358,235,2.94,39782,23258,446420,
0,3710255,1.15,57.04,4142,DH's Hard,1794813,217,2.95,5036,5533,463981,4
256,2278483,1.15,57.27,4142,Hard,1089835,185,3.48,11788,18677,450956,4
0,464887,1.15,51.74,1950,Extra,196028,88,2.6,345821,77555,392078,
0,1370970,1.15,53.56,1950,Hard,645655,204,2.75,27183,51837,417839,
0,51205,1.15,57.2,4142,Hyper,13728,122,2.71,4571,115566,353898,
0,838482,1.15,52.38,1950,Insane,288656,243,2.85,161510,65786,403874,
0,3762403,1.15,56.01,4142,Hard,1832804,36,2.74,5239,4793,464852,4
0,1317261,1.15,54.67,4142,Expert,625048,87,2.92,56403,51195,418542,
0,853919,1.15,46.12,541,Inherit the Stars,392118,250,2.55,71202,65621,404012,
0,2503402,1.15,45.66,541,Hard,1202029,222,2.42,9649,26141,443499,
64,3992756,1.14,654.76,20,Nihility,1932508,340,6.16,5786,4111,465522,4
0,3302337,1.14,344.28,403,Santa CS' Extra,1617344,150,6.11,2365,13835,455799,7
64,375580,1.14,380.25,358,4K MX,147745,120,4.23,44013,81492,388141,4
0,3334514,1.14,127.47,3373,Forlorn,1604016,155,3.91,9352,13201,456361,4
64,1401256,1.14,131.61,3264,Advanced Neko,661920,47,2.87,149013,50408,419244,4
0,2523592,1.14,80.04,5075,F u  n   d    i     n      g,1212405,96,3.35,26678,20061,449776,4
0,1085914,1.14,149.93,2793,Shake,510768,119,4.23,36106,57870,411764,4
0,1845374,1.14,127.34,3373,Kobi's EXHAUST,882704,119,4.12,25308,36736,432823,4
0,2874408,1.14,111.94,3710,A Brilliant Petal Frozen in an Everlasting Moment,1392153,351,4.86,9947,10349,459284,
0,1588701,1.14,86.89,4716,Jounzan's Extra,754383,182,3.75,7461,45926,423636,
0,479483,1.14,140.74,2988,4K Insanity,202755,164,4.11,18874,73215,396432,4
0,1926784,1.14,51.26,1950,WILD,890491,144,2.63,85104,30766,438888,4
0,3932485,1.14,81.46,5075,Extreme,1906993,113,4.14,1402,3214,466448,
0,2765641,1.14,66.67,5582,MeaMea,1334937,257,3.33,24342,19837,449787,
64,588677,1.14,80.32,5075,HD,256623,88,2.5,149578,74114,395518,4
0,3209630,1.14,73.14,5648,Railgun,1571898,88,3.44,2525,12150,457622,
0,196888,1.14,58.01,4142,Insane,67895,192,2.76,25322,92589,376876,
2,1934665,1.14,56.51,4142,Monochrome of Lunatic,926185,413,4.41,59454,35199,434438,4
0,541044,1.14,60.05,5246,Kaleidoscope,233039,302,2.97,28475,67453,402211,
0,814600,1.14,51.77,1950,Hard,370603,222,2.65,30422,66573,403097,
0,1053236,1.14,59.14,4142,Meyrink's Extra,487774,82,2.84,76235,59961,409748,
0,3949984,1.14,62.35,5246,Hard,1914648,163,2.77,1856,773,468861,4
0,2015394,1.14,45.25,541,Sekai's IQ <3,962521,151,2.43,40302,36801,432832,
0,433664,1.14,47.86,541,KRN's Hard,88180,222,2.52,64781,73117,396592,
0,47970,1.14,49.91,1950,ignore's Chaos,12483,157,2.64,155070,116593,352826,
0,3748199,1.14,61.77,5246,Hard,1825240,40,2.97,12918,7007,462626,
64,1265136,1.14,56.3,4142,NM,595844,86,2.16,133930,53703,415953,4
0,105534,1.14,51.3,1950,Rin,30128,208,2.8,94079,105535,363951,
0,81668,1.14,46.21,541,Insane,23940,166,2.59,24194,110213,359272,
0,510609,1.14,45.43,541,Wafu's Hard,205309,141,2.49,86332,74243,395390,
0,824390,1.14,46.84,541,Light Insane,376552,208,2.4,132279,67115,402557,
64,1294968,1.13,381.08,358,Fontes' Insane,613792,244,4.59,76469,52474,417159,4
0,1138994,1.13,107.08,3842,UJ's 7K Insane,537499,35,3.96,9072,46543,423090,7
0,218060,1.13,130.12,3264,Insane,77441,230,4.12,12185,81800,387833,7
0,235028,1.13,243.49,1208,Level 36,85585,121,4.91,15108,89032,380439,7
0,3515214,1.13,229.3,1448,Akasha's OPFER,1713675,148,5.03,4748,11157,458475,4
0,890306,1.13,198.4,2053,_UJ's 4K Fascination,409152,100,4.64,9882,47621,422032,4
256,2333831,1.13,219.9,1568,VIVID,1117248,119,6.05,39371,23864,445727,4
0,1662727,1.13,127.28,3373,Arcwin's MX,792380,88,4.15,5238,40203,429536,7
0,88396,1.13,40.2,103,Hard,26145,164,2.44,173445,108500,361760,
64,3611396,1.13,89.95,4345,Sparkling Rain,1764374,88,2.78,3899,7429,462182,4
256,3468306,1.13,210.38,1664,HEAVENLY,1697584,120,5.82,8894,6185,463453,4
0,694476,1.13,54.77,4142,HD,310793,87,2.76,245625,64524,405174,4
256,1936647,1.13,111.62,3710,Wonki's MAXIMUM,920688,113,4.86,14973,18156,451480,4
256,1019378,1.13,100.04,3998,oblivion,453378,355,4.51,17538,60948,408710,4
256,1315763,1.13,80.06,5075,Fontes' Insane,624059,159,4.28,38223,44293,425808,4
0,4108342,1.13,76.24,5440,Inspector,1978878,318,3.57,674,1693,467827,
0,1739583,1.13,61.27,5246,Zero Vector,830266,215,3.51,5337,37905,431729,
0,1299548,1.13,65.7,5582,Gift,616185,313,3.39,4752,45058,424674,
256,911602,1.13,88.72,4716,Chicken x leqek's EXHAUST,421497,120,4.42,151762,63132,406501,4
0,2248125,1.13,67.13,5582,Insane,1072923,283,2.86,8541,31615,438315,
0,820081,1.13,71.8,5648,Retail,374365,305,3.36,6606,66892,402810,
0,1736327,1.13,64.56,5582,A r M i N's Extra,828757,89,2.86,74241,42657,426974,
0,1788753,1.13,65.27,5582,A Wish of Flower,856144,250,3.24,3024,41367,428301,
0,4148371,1.13,63.94,5246,piroshki's Insane,1994915,195,3.4,3284,826,468808,
0,109528,1.13,50.16,1950,Insane,33604,183,2.7,7361,101594,367871,
0,1816320,1.13,54.39,1950,Summit,858938,124,2.48,239004,41494,428195,
0,129317,1.13,59.89,5246,Life Winner,40749,164,2.92,52602,100828,368647,
0,2593880,1.13,55.99,4142,Kowari's Extra,1245686,210,2.77,103575,22347,447364,
0,3688128,1.13,74.1,5648,Insane,1799071,137,3.59,1032,643,469014,
256,901488,1.13,58.24,4142,4K INFINITE Lv.13,382403,110,3.58,88310,59791,410122,4
0,1569034,1.13,54.51,4142,Ger M i N's Extra,732994,216,2.87,109188,46902,422753,
0,1068704,1.13,59.75,5246,Collab Insane,456938,294,2.86,3518,55344,409867,
0,2920287,1.13,55.5,4142,Hard,1417233,138,2.79,22146,17420,452225,4
0,1620058,1.13,58.97,4142,Fleeting,770568,302,3.09,4131,40977,428701,
0,1737514,1.13,51.21,1950,Riko's Extra,792461,98,2.88,7713,35160,434329,
256,2847102,1.13,59.12,4142,Future,1377628,139,3.61,129357,17901,451589,4
0,1168464,1.13,47.77,541,Verniy's 4K HD,509624,97,2.57,54762,56275,413438,4
0,2302135,1.13,49.42,541,Mystical,1101976,220,2.53,134730,30052,439592,
64,1154599,1.12,485.77,128,Zettai Chicken's INFINITE,514461,118,5.12,122238,50565,419124,4
64,1033166,1.12,403.61,285,Junkies !!!,484327,268,4.52,95191,59628,410008,4
0,3555964,1.12,273.45,879,Virtue's Burnout,1739766,218,5.2,2609,8514,461124,4
0,2806327,1.12,218.42,1621,'''''''''''',1355970,315,4.68,2388,21664,447968,4
0,3610288,1.12,168.89,2552,CS' MASTER,1759784,121,4.25,4790,9840,459855,4
0,4075862,1.12,185.61,2137,Insane,1965109,46,4.7,1533,2434,467201,7
0,3182123,1.12,143.1,2988,Insane,1555025,89,4.45,1583,10981,458653,7
64,663565,1.12,240.16,1208,Sakura's Insane,295336,206,3.68,47338,68927,400775,4
0,1403600,1.12,104.6,3842,"Umeboshi Onigiri ""MX""",663098,169,3.6,35091,46715,422967,4
0,3813357,1.12,143.26,2988,blue team vs white team,1855686,107,4.28,2918,3466,466166,4
256,3583020,1.12,162.92,2651,Extra,1751372,111,5.37,1682,2448,467185,4
0,2547378,1.12,92.69,4345,Baka Baka Baka!,1224831,82,3.67,56391,25321,444356,
0,120918,1.12,89.07,4716,Extra,37647,106,3.66,24849,100114,369351,
0,231988,1.12,59.44,4142,Insane,55926,183,2.99,125236,90529,378935,
0,3960916,1.12,109.27,3842,acno's Extra,1906993,113,4.35,954,3214,466448,
0,2518341,1.12,81.7,5075,Ai,1209035,100,3.3,8700,25756,443905,4
64,716937,1.12,103.04,3998,zancers ft. sherry's MX,321428,58,2.72,71309,68390,401340,4
0,382985,1.12,76.23,5440,Hinagi's 7K MX,155315,87,3.34,21704,80320,389313,7
0,377916,1.12,71.58,5648,Hard,151649,119,3.23,32579,79221,390412,4
0,2117058,1.12,75.55,5440,Senhor's Expert,996444,192,3.24,12285,33466,436172,
64,3412638,1.12,71.92,5648,BEWARE,1670899,89,2.79,104961,13174,456560,
0,720614,1.12,65.99,5582,Insane,324320,215,3.17,17368,69981,399680,
0,758847,1.12,65.31,5582,Talk about S,343440,208,3.06,6717,68527,401140,
0,1802518,1.12,56.86,4142,nai nai nai nai,861626,288,3.09,5472,37013,432667,
64,1404406,1.12,60.09,5246,Sya's Normal,663499,99,2.16,51228,44805,424887,4
0,3721923,1.12,66.89,5582,Pre-Element | Hard,1798456,201,2.95,5875,3747,465815,4
0,27637,1.12,59.16,4142,SOLO,5807,201,3.17,126105,124066,345398,
64,1152538,1.12,54.12,1950,NM,543830,94,2.11,262675,55420,414231,4
0,1816812,1.12,53.33,1950,Insane,864805,88,2.74,25236,39626,429937,
0,83486,1.12,50.78,1950,Hard,24570,74,2.78,25983,109228,360236,
0,525200,1.12,63.36,5246,S.Demon's HD+,215305,134,3.05,36295,70254,399428,4
0,3584281,1.12,58.09,4142,Simple's Insane,1749750,139,2.94,82155,10232,459381,
0,3197978,1.12,54.42,1950,In an Endlessly Revolving Dream,1566155,86,3.07,3575,12946,456775,
0,2504335,1.12,52.65,1950,Visit from a Fallen Star,1202515,261,3.22,1498,25204,444489,
0,87066,1.12,51.61,1950,Holo,25705,209,2.59,112792,107842,361623,
0,116006,1.12,62.24,5246,DoKo,31333,203,3.06,194082,103282,366194,
0,205958,1.12,50.05,1950,Insane,71990,241,2.7,86276,91257,378209,
0,3423332,1.12,58.96,4142,+,1669419,162,3.48,3315,12632,457042,
0,3199749,1.12,48.03,541,Insane,1365850,158,2.95,4929,14569,455064,
0,1940608,1.11,160.35,2651,Grimoire for Spells,929143,282,4.39,18054,36411,433309,4
0,3838917,1.11,165.6,2552,Power,1866317,327,4.64,3341,5059,464582,7
0,3510035,1.11,219.46,1621,EXCEED,1717598,115,4.78,7228,8585,461221,4
0,3624869,1.11,80.25,5075,(* V* ),1770758,255,4.06,1807,6604,463029,
0,848781,1.11,72.49,5648,Extra,389192,224,3.43,10077,52741,416920,
256,1480693,1.11,95.45,4181,Light Cruisers,699203,341,4.8,25074,43051,426518,4
0,897968,1.11,55.87,4142,Insane,353398,237,3.02,72126,60290,409452,
0,1923718,1.11,75.71,5440,Point Blank,921229,350,3.43,3975,13634,456051,
0,3949100,1.11,94.89,4181,Extra,623502,95,3.62,2624,3061,466494,4
0,3146284,1.11,78.11,5440,B1tch,1538905,107,3.48,3203,10307,459331,4
256,704075,1.11,81.01,5075,MX,315193,229,4.01,94817,70757,398983,4
0,1217241,1.11,66.55,5582,Happil,50074,117,3.63,31716,56100,413610,
0,3520415,1.11,89.33,4716,Another,1471537,116,3.81,3032,8771,460886,4
0,1981285,1.11,61.25,5246,Juliet,948744,304,2.99,17901,34858,434795,
256,1101045,1.11,63.85,5246,MX,518266,271,3.79,62527,57071,412562,4
0,1489536,1.11,59.6,5246,lululu's Extra,702892,159,3.13,52470,47270,422393,
0,3899412,1.11,56.29,4142,Ysg's Hard,1892437,84,2.92,1014,4623,465016,4
0,1640115,1.11,73.12,5648,Allegory,718040,102,3.95,25371,45267,424362,
64,2414122,1.11,62.23,5246,Normal,1156843,215,2.17,19655,19186,450447,4
0,2360349,1.11,57.37,4142,Hard,1129916,88,2.84,15390,28058,441580,4
0,991043,1.11,53.7,1950,FCL's Insane,456524,234,2.76,73202,60439,409279,
64,3910377,1.11,86.79,4716,8K Another,584737,28,3.15,422,4945,464621,8
0,2732996,1.11,50.65,1950,hard,1319284,80,2.7,15412,22724,446919,4
0,100392,1.11,50.81,1950,Strongest Fairy,29307,202,2.65,50440,100641,368824,
0,1438946,1.11,55.81,4142,"Colossus, the Wrath of the Ocean",680555,561,3.52,1674,45536,424174,
0,3017567,1.11,51.6,1950,Rainbow,1464031,233,2.77,19586,15490,454127,
64,3498242,1.11,65.25,5582,Hard,1711981,86,2.55,4829,10356,459320,4
0,1636579,1.11,33.74,6,Normal,773512,193,2.26,20331,44241,425406,
0,46735,1.11,53.46,1950,Hard,12280,84,2.84,12192,117085,352387,
0,3533719,1.11,54.75,4142,Reiji Maigo's EXTRA!,1729109,243,3.27,1008,7067,462423,
64,3979542,1.1,413.64,299,Blue Android,1921040,160,4.73,4206,2049,467585,4
0,1771457,1.1,221.36,1568,7K Arzenvald's Insanity,845135,146,5.04,6723,33273,436362,7
0,3065010,1.1,252.96,1065,Expert,1494747,139,5.12,3689,17326,452307,7
0,2177469,1.1,230.74,1407,LNpai's MAXIMUM,1026824,125,4.92,13032,32027,437624,4
0,3641353,1.1,281.72,753,Achsan's Supreme,1777999,210,5.24,261,346,469312,4
0,830567,1.1,76.71,5440,7K Lv.18,379430,98,3.21,23585,64819,404814,7
256,3989696,1.1,185.1,2137,Wandering,1875344,244,5.96,3077,3587,465901,4
64,1386221,1.1,119.9,3374,Tofu's 4K Hard 'Utaha',648170,86,2.95,41958,49565,420097,4
0,2219160,1.1,90.67,4345,lu^3's Extra,890981,167,4.78,16479,32358,437257,
0,3897941,1.1,103.09,3998,Alptraum's EXHAUST,1872740,111,3.7,3445,3377,466275,4
0,1442846,1.1,64.4,5246,Karen's Extra,676865,89,3.39,12834,47077,422620,
0,3637256,1.1,85.51,4716,Insane,1701223,148,3.41,6908,8176,461458,4
0,3600610,1.1,72,5648,dream,1759290,262,3.24,860,10285,459459,
0,2261656,1.1,77.28,5440,Isomer,1081087,304,2.93,7299,31329,438242,
0,2902513,1.1,70.94,5648,Kaguya_Sama's Ultra,1347859,265,3.32,7262,18863,450773,
0,296,1.1,63.14,5246,Impossible,132,173,3.44,107171,137898,331567,
64,250368,1.1,66.03,5582,Lanturn's Hands Up!,89705,139,2.66,73995,88740,380728,
0,1147,1.1,61.51,5246,Hard,243,201,2.89,801997,137363,332102,
0,3433462,1.1,72.6,5648,Golden Time,1680621,226,3.12,1005,8985,460671,
0,505083,1.1,58.9,4142,Insane,163330,81,3.03,80405,77027,392606,
0,3704267,1.1,57.72,4142,Insane,1806315,151,2.82,6109,6463,463171,
0,136649,1.1,60.16,5246,Insane!,37705,120,2.87,71593,99618,369850,
64,3953650,1.1,66.43,5582,YL's ADVANCED,1916152,156,2.36,7751,3284,466359,4
0,1463933,1.1,54.21,1950,7K Hyper,688240,92,2.98,9702,39672,429995,7
0,1409810,1.1,59.09,4142,searasp's extra,665057,68,2.91,102969,49552,420084,
0,1059292,1.1,54.4,1950,Kinshara's Insane,487774,86,2.8,47860,59961,409748,
0,911631,1.1,52.25,1950,Hard,420390,231,2.6,130786,62194,407440,
0,569636,1.1,48.7,541,Insane,236292,111,2.45,1408988,74849,394786,
0,4127532,1.09,182.36,2278,X,1986990,159,4.76,1694,655,468984,4
0,3389404,1.09,331.33,462,ANOTHER,1660279,255,5.85,923,12928,456705,7
64,3496337,1.09,463.82,150,Light Abyss,1711125,231,4.88,5637,10607,459035,4
0,3648804,1.09,292.87,694,Eldridge Philadelphia Experiment. // hyafissh's Expert,1608630,277,5.5,3198,7495,462145,4
64,2652437,1.09,289.24,730,4K Cursed Spirit,1276702,88,4.12,55432,20542,449102,4
0,2159225,1.09,55.7,4142,#normal,1032511,135,2.65,15597,31157,438536,7
0,3347992,1.09,103.12,3998,I want Insane,1640281,214,4.05,2047,2553,467081,4
0,1451282,1.09,86.8,4716,SURVIVOR,685622,171,4.03,24246,49030,420647,
0,1351956,1.09,89.28,4716,Semi Little Girl!,637224,302,3.74,27217,52390,417255,
0,3531901,1.09,91.17,4345,Insane,1726352,164,3.76,2115,5658,464135,4
0,2823498,1.09,85,4716,Cocoa's Hard,1343389,176,3.4,22513,17073,452563,4
0,1635233,1.09,71,5648,Eternal Love,778585,292,2.86,59319,44492,425155,
0,667021,1.09,69.98,5648,TWO DIMENSIONS,297110,735,3.25,50626,71885,397748,
0,2245860,1.09,56.65,4142,Doormat's Extra,1073074,31,2.81,163818,31515,438118,
64,774965,1.09,69.72,5648,Max Control!,351630,295,2.61,1246514,64052,405820,
0,1329109,1.09,68.87,5582,Chrono's A'sifa 'HD',629575,98,3.14,45487,52774,416859,4
64,1095534,1.09,61.36,5246,Twilight,515939,348,2.26,607158,58461,411200,
0,2225318,1.09,70.81,5648,Dailycare's Hard,1051899,236,2.82,2319,15467,454198,
0,1349998,1.09,54.05,1950,Sotarks' Plus Ultra,631624,87,2.91,69192,51056,418666,
0,3899781,1.09,60.72,5246,Nymphe & Reform's Insane,1892585,447,3.4,8930,5164,464423,
0,3404868,1.09,54.76,4142,hard,1667457,63,2.93,3576,9992,459657,4
0,3399723,1.09,60.09,5246,Hard,1665299,87,2.91,8447,11539,458095,4
0,3995940,1.09,58.97,4142,Extra,1924180,180,3.26,888,4045,465589,
0,658387,1.09,53.95,1950,Kibboo's Insane,292077,237,2.65,537438,68495,401208,
0,1720423,1.09,55.18,4142,shardex' Extra,819112,77,2.58,253998,40181,429500,
0,1327122,1.09,48.2,541,After Winter,619854,234,2.64,3582,49495,420138,
64,1670743,1.08,471.81,157,EXHAUST,785196,119,4.97,14688,34496,435148,7
64,1170750,1.08,473.49,157,Maximum,552868,239,4.84,65763,40453,429484,4
64,1821315,1.08,397.04,297,LUNATIC,871715,227,4.43,19674,35445,434198,4
64,3108847,1.08,302.9,625,Fantasy Seal,1518728,264,4.08,18651,14672,454961,4
0,1144249,1.08,137.24,3009,Mid-Summer Marathon,539611,335,4.67,5603,55805,413828,7
0,3816525,1.08,146.4,2840,7k Another | Quasar,1846313,193,4.51,887,5364,464271,7
0,1916801,1.08,111.11,3710,EXPERT,917906,126,3.79,23499,27799,441767,4
